File,Feature_asym_mean_value_ML,Feature_asym_mean_value_AP,Feature_asym_mean_distance_ML,Feature_asym_mean_distance_AP,Feature_asym_mean_distance_Radius,Feature_asym_maximal_distance_ML,Feature_asym_maximal_distance_AP,Feature_asym_maximal_distance_Radius,Feature_asym_rms_ML,Feature_asym_rms_AP,Feature_asym_rms_Radius,Feature_asym_range_ML,Feature_asym_range_AP,Feature_asym_range_ML_AND_AP,Feature_asym_range_ratio_ML_AND_AP,Feature_asym_planar_deviation_ML_AND_AP,Feature_asym_coefficient_sway_direction_ML_AND_AP,Feature_asym_confidence_ellipse_area_ML_AND_AP,Feature_asym_principal_sway_direction_ML_AND_AP,Feature_asym_mean_velocity_ML,Feature_asym_mean_velocity_AP,Feature_asym_mean_velocity_ML_AND_AP,Feature_asym_sway_area_per_second_ML_AND_AP,Feature_asym_phase_plane_parameter_ML,Feature_asym_phase_plane_parameter_AP,Feature_asym_LFS_ML_AND_AP,Feature_asym_fractal_dimension_ML_AND_AP,Feature_asym_zero_crossing_SPD_ML,Feature_asym_peak_velocity_pos_SPD_ML,Feature_asym_peak_velocity_neg_SPD_ML,Feature_asym_peak_velocity_all_SPD_ML,Feature_asym_zero_crossing_SPD_AP,Feature_asym_peak_velocity_pos_SPD_AP,Feature_asym_peak_velocity_neg_SPD_AP,Feature_asym_peak_velocity_all_SPD_AP,Feature_asym_mean_peak_Sway_Density,Feature_asym_mean_distance_peak_Sway_Density,Feature_asym_mean_frequency_ML,Feature_asym_mean_frequency_AP,Feature_asym_mean_frequency_ML_AND_AP,Feature_asym_total_power_Power_Spectrum_Density_ML,Feature_asym_total_power_Power_Spectrum_Density_AP,Feature_asym_power_frequency_50_Power_Spectrum_Density_ML,Feature_asym_power_frequency_50_Power_Spectrum_Density_AP,Feature_asym_power_frequency_95_Power_Spectrum_Density_ML,Feature_asym_power_frequency_95_Power_Spectrum_Density_AP,Feature_asym_frequency_mode_Power_Spectrum_Density_ML,Feature_asym_frequency_mode_Power_Spectrum_Density_AP,Feature_asym_centroid_frequency_Power_Spectrum_Density_ML,Feature_asym_centroid_frequency_Power_Spectrum_Density_AP,Feature_asym_frequency_dispersion_Power_Spectrum_Density_ML,Feature_asym_frequency_dispersion_Power_Spectrum_Density_AP,Feature_asym_energy_content_below_05_Power_Spectrum_Density_ML,Feature_asym_energy_content_below_05_Power_Spectrum_Density_AP,Feature_asym_energy_content_05_2_Power_Spectrum_Density_ML,Feature_asym_energy_content_05_2_Power_Spectrum_Density_AP,Feature_asym_energy_content_above_2_Power_Spectrum_Density_ML,Feature_asym_energy_content_above_2_Power_Spectrum_Density_AP,Feature_asym_frequency_quotient_Power_Spectrum_Density_ML,Feature_asym_frequency_quotient_Power_Spectrum_Density_AP,Feature_asym_short_time_diffusion_Diffusion_ML,Feature_asym_long_time_diffusion_Diffusion_ML,Feature_asym_critical_time_Diffusion_ML,Feature_asym_critical_displacement_Diffusion_ML,Feature_asym_short_time_scaling_Diffusion_ML,Feature_asym_long_time_scaling_Diffusion_ML,Feature_asym_short_time_diffusion_Diffusion_AP,Feature_asym_long_time_diffusion_Diffusion_AP,Feature_asym_critical_time_Diffusion_AP,Feature_asym_critical_displacement_Diffusion_AP,Feature_asym_short_time_scaling_Diffusion_AP,Feature_asym_long_time_scaling_Diffusion_AP
con_hc100_tug.csv,-0.19966425493924644,-0.03670983043094814,0.01723672463521121,0.22716979504065762,0.020520323495820735,0.08393806094740094,0.045671268660954785,0.07927715768756914,0.07138575610563144,0.22576964563520824,0.07784997784540461,0.018083711780921562,0.023325774045899212,0.017076715349113772,0.005244274386837347,0.07784997784540461,0.2459934500391583,0.01259428627995128,0.041503005053863416,0.03620239055079531,0.05484537910727432,0.027423147360635575,0.029703615194218717,0.011987641775379808,0.06505178023293715,0.035691461015470494,0.008532781659363385,0.0023148148148148147,0.03537053454375153,0.004325679375473674,0.01631309765597202,0.0034285714285714284,0.024382990809910587,0.07076128828127015,0.049931036437860815,0.003384457010415813,0.0724483569473854,0.018982840814994312,0.17449335816394854,0.006912044890444035,0.19138591970312702,0.01861716718750727,0.11537407508906568,0.03916729262796437,0.04352663723770937,0.036784096287781426,0.00431832202344231,0.2266768003040091,0.03766470753104817,0.05417412774306628,1.0988234345971389e-05,0.021601843661070357,0.19644640186772497,0.07723329184318749,0.18453706070158937,0.23070565455037073,0.11066801501275818,0.07984566433457627,0.08535906445638336,0.06516323566226248,0.03434482384875601,0.1035110832845626,0.042637934264655196,0.010468873578449361,0.024376835471417033,-0.7392975378423605,0.06575855142568485,0.5391129669568187,0.5542563093996374,0.617617220771058,0.018516230426539524,0.49745297203591815
con_hc101_tug.csv,-0.21953857191696413,-0.967114136597799,0.14737123417571604,0.4681852707318891,0.18453052678597495,0.0500848326316774,0.5523361947542735,0.09588965968194121,0.12374165747989026,0.419968435627404,0.15673455167006872,0.0717420823886641,0.43264667549532004,0.09041751010799469,0.37246554114503827,0.15673455167006872,0.10801816956527739,0.45191578359571033,0.0779587870587576,0.1105704475408567,0.3729385318480461,0.1635973672738991,0.572014866539357,0.016738123729685528,0.4607774969418519,0.31430703557287953,0.022683619051719603,0.00303951367781155,0.07111718525606336,0.0184628104938918,0.03769849512935921,0.02821316614420063,0.2977991043261532,0.3357508184536043,0.31947338126010977,0.2537460298844146,0.19611823123089825,0.037403149794764994,0.1153880995629788,0.021577533805814786,0.6133739702758464,0.4946698675877061,0.003293084522502789,0.2031592803861343,0.2413456374200478,0.5674542682926829,0.00329308452250279,0.00329308452250279,0.1895615429047623,0.31915367490624735,0.10210073327898501,0.004310671575605356,0.616002254815059,0.36887382694301407,0.6468154660036376,0.9002602303904836,0.062114127528862174,0.8643195304343642,0.6585235748178934,0.6572616096139581,0.37298692242516684,0.40168423114200136,0.01923445991265512,0.3868059711288989,0.11715166086801816,-0.2529126249427261,0.7448951166237506,0.24077960688788647,0.4943893925609462,0.3698997250400459,0.01975151052158534,-1.6547987870307594
con_hc102_tug.csv,-0.15903201308753798,-0.6906798821417833,0.00013292048521782075,0.07501473410616212,0.006102813489609947,0.02952323000105298,0.3231435845879177,0.05261990178555386,0.02667852451673062,0.003664271837650428,0.025876810691826773,0.037816112214963345,0.2501050391471197,0.04997938772319243,0.2143159270183128,0.025876810691826773,0.2975468956062728,0.11032373174023064,0.016025302017312643,0.2637540642672531,0.014028980990223799,0.23208768012330103,0.10488356056083009,0.21333426473190978,0.13489249124509065,0.12496361410042149,0.057907743150620215,0.004048582995951417,0.3247350741132334,0.27551636768307675,0.2968022795371068,0.007575757575757576,0.058469604268233534,0.06071675100930017,0.0033921587660087397,0.01584833432808505,0.13919464606833915,0.2638777336429187,0.08895010575928963,0.22630540285102746,0.1914242517668595,0.2976629778243097,0.3333333333333334,0.14285714285714296,0.38333333333333336,0.0,0.0,0.20000000000000007,0.29832862895157647,0.013631398035414258,0.03682957356268402,0.0020625429820336875,0.11860585306855768,0.29390364474546865,0.5938353875781409,0.3053604083648881,0.7601927289728869,0.3216854809283201,0.707070051705391,0.02821517748482381,0.14205040737327443,0.5245504255011015,0.049578930287443174,0.32848834462059057,0.21361655837841861,-0.741912625355565,0.41000370163435856,0.13664016203426418,0.3889494840782561,0.08993218830196309,0.05469415192568723,-0.18880394481204052
con_hc103_tug.csv,-0.07763845613506491,-0.7418750199369043,0.0479983982814375,0.06593981082322309,0.05237683120283446,0.007721888185356443,0.17219262583944356,0.037291930804593185,0.05979359857425427,0.028479880613351886,0.04595433947027827,0.04505923354127355,0.11833606169380208,0.05040767701548131,0.07366964443876553,0.04595433947027827,-2.171053149151219,0.038988493805902025,0.026237768200953242,0.026387558765653095,0.008926453837521366,0.017142759079067076,0.0406737529103309,0.017264960058002665,0.18620757399643145,0.05489265200212294,0.009292104763131252,0.01694915254237288,0.03758813243756674,0.031359658654619656,0.0008421182225580219,0.029668411867364748,0.004305971480935765,0.03101589055243891,0.013469680237284927,0.25568609723930646,0.08669356943605937,0.07429330722627392,0.07482077844421466,0.06945867212304756,0.20760765072190498,0.13107290110255443,0.001204819277108473,0.14167670855568942,0.0208121707495688,0.07022979602375443,0.001204819277108358,0.08971409792967461,0.011662462437320891,0.037051334970927365,0.003407249573234976,0.009086636105129903,0.18658219732134085,0.12054723017641122,0.2947986855135709,0.18982397326455897,0.22369020425756606,0.218042142590343,0.017481009878484992,0.09204460483264118,0.1367654784005227,0.07632437948583257,0.13497268043410734,0.007276808920212165,0.0019219142833977018,-0.04963496627183136,0.2775134274954732,0.26753538022079437,0.3112149862876538,0.1084302874662991,0.035298949692498534,-0.1527252645546842
con_hc104_tug.csv,-0.1839959973999049,-0.39230950788228397,0.17400929079602545,0.11635470389558222,0.16058425598244744,0.19959227335034171,0.22259926100586955,0.21837823924367633,0.198961331982162,0.2109782815343637,0.20081973114624943,0.20827861908226078,0.334158250992197,0.21846876351387665,0.13529596291736967,0.20081973114624943,0.8352536136831492,0.1626191987712299,0.11452278983752402,0.24951197415760265,0.0218782506951727,0.1872824190802656,0.23904094408400048,0.23854498617626474,0.006876156862829098,0.025437951354901255,0.03211084104618911,0.0514018691588785,0.012173074077928017,0.22186173744557577,0.10892955492530416,0.058823529411764705,0.15853772604006,0.10735595283046413,0.1309539049302506,0.4235246909475963,0.21890666174837614,0.07892960157675277,0.09471756978673274,0.02752599665500624,0.5515093881255481,0.37749434688744676,0.1764705882352941,0.05882352941176468,0.060240963855421756,0.20833333333333326,0.0,0.20000000000000012,0.0058931528613130665,0.08973399501608298,0.011241959257585513,0.02734916597778462,0.5505045125260476,0.3558150257201474,0.5689314296802567,0.4757528287653949,0.391437460124944,0.13657449130781732,0.2121524902278458,0.26773589209930737,0.624600362401022,0.20976881955292273,0.28468733671901114,0.4058058760180112,0.0689771645258409,-0.1760151941164754,0.4651561746040431,0.5587714115577574,0.011665411710582777,0.526203256717272,0.15778448929349254,-0.20135775113893792
con_hc105_tug.csv,-0.16296320718187565,-0.023294339023239956,0.09335460775200133,0.43585609858838215,0.13618886709014918,0.0722876407694961,0.17163231684704075,0.04315625956721798,0.07679202044181237,0.4127719168583438,0.09060652787670205,0.027869410384373513,0.229443845579509,0.02453005101495794,0.25567832991060013,0.09060652787670205,0.12666783274180504,0.5120227644736313,0.018459077608690314,0.01827770410611797,0.04892067079434238,0.030838863867434993,0.2445232321839996,0.08556138663108018,0.01279033722375994,0.488903789382957,0.07355742070408992,0.017241379310344827,0.004966794259645862,0.004960947194914325,0.005141177470955546,0.08013937282229965,0.16251056743502668,0.009090638375637878,0.07412198507917288,0.017740266523599856,0.1571102120045575,0.0752052269185029,0.395365559613912,0.10579432987957268,0.13473368866641497,0.21479828061555784,0.0,0.5000000000000001,0.07692307692307697,0.37037037037037046,0.0,0.14285714285714296,0.02800748667004775,0.22159338873496925,0.04914250806680669,0.10115846834365655,0.2056890151219526,0.5149090964083084,0.1501134953166934,0.4952730568217265,0.38888154235013045,0.19241501804907182,0.27443325139673125,0.41149667691402936,0.0007185216285548455,0.26911102405683035,0.09719362886532867,0.07647989623688661,0.046466052692422904,-0.07727014077670442,0.013582563803584857,0.2974776854649072,0.4691072247147967,0.48952241347654235,0.001492739295660793,1.6632831811634754
con_hc106_tug.csv,-1.1663667055224927,13.229564298392356,0.3184718023314742,0.11591278264093689,0.279709884192733,0.0025731666872342725,0.10163090122054327,0.00565328470396232,0.29460143693419144,0.04452441663197493,0.26409975151830484,0.19665994531422176,0.11295435609695632,0.20481545902922868,0.08560723385255796,0.26409975151830484,0.24516396962377676,0.3185020538479113,0.007480538172766224,0.20556291379145822,0.12640657943699557,0.18480233545648417,0.33833084904842525,0.11307963631253305,0.11253520515325229,0.12900728135285372,0.008858726304611764,0.0989010989010989,0.17167407859967948,0.27680887190777587,0.23707844511698623,0.018867924528301886,0.14854049202210637,0.09360397391688335,0.11992897348409826,0.1665019788389801,0.16705728274805695,0.1208533332607481,0.01061437644907543,0.10011594286777993,0.7598299858190227,0.4546736444074774,0.12422543523163178,0.18719999999999992,0.45066102591221574,0.016120197198528897,0.2624254473161035,0.013297872340425714,0.28360734452632186,0.043882018714052576,0.007192491123264339,0.022437148635447348,0.8053702204163908,0.4854916348472692,0.6846632650119462,0.36807225853350845,0.19750140519337475,0.5303154266457227,0.6782676506320136,0.10630150624112196,0.4196464628161738,0.9493459904816408,0.9999174474871207,0.9999910956371202,0.07281783455590131,-77.0602904280222,0.09491275972795553,0.10773720714590888,0.12003689660147074,0.05421885020916951,0.10038057791853575,-0.29785581249457876
con_hc107_tug.csv,-0.1586380090078818,-5.087441421420587,0.008622843728000708,0.12286220957101085,0.013957634957548978,0.08624662654882222,0.02873437824122832,0.08455784830877976,0.023400753144980958,0.17538898923497423,0.03463688484075296,0.05692273409108374,0.053895335689643976,0.047895092037999895,0.11047913417459022,0.03463688484075296,0.009151666953923542,0.20488274740383056,0.02155386654611363,0.010792773286401325,0.19101242358292672,0.04015527174988591,0.21736909198664084,0.08156414396079222,0.13299201123171306,0.16397648357352596,0.017431788813157805,0.015968063872255488,0.030618941363843227,0.002399378088568372,0.015575884446086555,0.029263370332996974,0.18539600482539184,0.13860594982518434,0.1611831420213912,0.10492116952662131,0.0005589420863608761,0.002168234568430051,0.06978612593929372,0.02621043242706056,0.2668197562543675,0.5303284508578541,0.07908658675416859,0.11979313346475846,0.057433348135247204,0.2609937733153977,0.002176752285589767,0.002176752285589767,0.018103914522536478,0.2052418630371098,0.016712953721062376,0.019036133759931427,0.28313550473749144,0.5996535557012734,0.20157788166711413,0.45737826403114956,0.21524279007594324,0.0883237445460689,0.05685930167975263,0.500679530222425,0.20365661387388986,0.35595828368940685,0.31841031328768415,0.17137991361568458,0.005315140513563805,-1.18281067329224,0.5284426984430494,0.6795782220241979,0.1501332413794479,0.6444366110746508,0.1538667306167296,2.2327524329888537
con_hc108_tug.csv,-0.0922541414516748,-2.7961775156453053,0.12487767221790774,0.11325455590756195,0.09706719275964908,0.03180380015315653,0.04407484942319487,0.034978619358876036,0.10095294149305958,0.014617420557060848,0.09057644049507808,0.010329176475681004,0.044470766327471094,0.007517134690966281,0.05477478220449682,0.09057644049507779,0.018269939029027897,0.10247716368126819,0.0231011868731846,0.44070621392751036,0.02641463435986171,0.374381101363164,0.15861821883098307,0.41596100111653345,0.08829072867440012,0.2796469040033933,0.09516852349922472,0.056666666666666664,0.5414624712160077,0.467021092074712,0.5002221606817442,0.0491283676703645,0.053779262008007075,0.01810005277181824,0.03546422358158051,0.23952023895628335,0.21951584693976264,0.3342262959709869,0.1392570701036204,0.2877757384997486,0.29242231182373785,0.11484208686674942,0.1283174656668634,0.10333670374115281,0.34260188844692385,0.028369152970922858,0.003371544167228513,0.003371544167228513,0.173734705054083,0.04978675021778934,0.01802959243292466,0.011417339953269984,0.21830859520940843,0.06558790383769303,0.4624866472027787,0.25175595809377643,0.6986051301978008,0.25468302346191096,0.5269678340766185,0.14811847569217942,0.3075350277174,0.7717934493935529,0.2291953559933327,0.34920055854645815,0.16845938268992075,-1.6488840671952762,0.12255750959655728,0.07343330172199707,0.16476793307884005,0.08953195541839766,0.01639456379833778,-1.9518191700488674
con_hc109_tug.csv,-0.006247425046517136,-0.9462201330658834,0.038069455300907266,0.24381120903776196,0.046449539781389694,0.1284309857838628,0.14836823680427985,0.12338152673363321,0.032981591649960805,0.12840242334497468,0.03713947853552985,0.09895805357308349,0.12478362851041777,0.09613938200093493,0.02614846520680221,0.03713947853552985,0.11191108143090461,0.06354926398740604,0.02113803467157165,0.16511903245962842,0.20804989246338756,0.1753666419431667,0.28156289565985565,0.10603327184799549,0.133600519270466,0.11144008492083705,0.03893743287827998,0.017013232514177693,0.20009449326361528,0.13454118975696686,0.15695194910898275,0.033663366336633666,0.11315796458355958,0.11611122759528139,0.11456725894406686,0.1839195631522127,0.1698971820657704,0.12785597144210717,0.037669485991010054,0.12997855463266672,0.22046901038628874,0.493693107712687,0.0016583747927032132,0.09255351220982821,0.018750423069112697,0.3422867513611616,0.0016583747927032967,0.0016583747927032967,0.04557432519829143,0.21140281147509743,0.0155929489558985,0.05573926869209735,0.18861114354042394,0.5370546639816854,0.42025475143115043,0.33397100367372695,0.2271610014469575,0.13487068139526695,0.007180200457475392,0.5998960109531158,0.24536993648538585,0.36909022612503867,0.06441320928304171,0.17888192836256536,0.008046182762784817,-0.33508342373383015,0.5662933647806166,0.6663968004844774,0.20836998320561043,0.47819240122064266,0.11200357353148883,-1.0551483046824561
